array_type,config,frequency,array_size,elapsed_time
random_seq,0x0f,1.6GHz,10,0.0177048
random_seq,0x0f,1.6GHz,100,0.0188592
random_seq,0x0f,1.6GHz,1000,0.0393146
random_seq,0x0f,1.6GHz,10000,0.25551880000000005
random_seq,0x0f,1.6GHz,100000,2.8037365999999997
random_seq,0x0f,1.6GHz,1000000,30.154495400000002
random_seq,0x0f,1.8GHz,10,0.016050799999999997
random_seq,0x0f,1.8GHz,100,0.0200268
random_seq,0x0f,1.8GHz,1000,0.0389836
random_seq,0x0f,1.8GHz,10000,0.2557932
random_seq,0x0f,1.8GHz,100000,2.7982273999999996
random_seq,0x0f,1.8GHz,1000000,30.035141
random_seq,0x09,1.6GHz,10,0.016061399999999997
random_seq,0x09,1.6GHz,100,0.020059799999999996
random_seq,0x09,1.6GHz,1000,0.0559856
random_seq,0x09,1.6GHz,10000,0.46075979999999994
random_seq,0x09,1.6GHz,100000,5.0148404
random_seq,0x09,1.6GHz,1000000,54.081241399999996
random_seq,0x09,1.8GHz,10,0.0171096
random_seq,0x09,1.8GHz,100,0.020111999999999998
random_seq,0x09,1.8GHz,1000,0.05626540000000001
random_seq,0x09,1.8GHz,10000,0.46419119999999997
random_seq,0x09,1.8GHz,100000,5.048224599999999
random_seq,0x09,1.8GHz,1000000,53.9085454
random_seq,0x60,1.6GHz,10,0.009016
random_seq,0x60,1.6GHz,100,0.010987599999999998
random_seq,0x60,1.6GHz,1000,0.0323318
random_seq,0x60,1.6GHz,10000,0.2822152
random_seq,0x60,1.6GHz,100000,3.0598478
random_seq,0x60,1.6GHz,1000000,33.131426999999995
random_seq,0x60,1.8GHz,10,0.008640199999999999
random_seq,0x60,1.8GHz,100,0.010706799999999999
random_seq,0x60,1.8GHz,1000,0.032122200000000004
random_seq,0x60,1.8GHz,10000,0.2831886
random_seq,0x60,1.8GHz,100000,3.1184054
random_seq,0x60,1.8GHz,1000000,33.28983899999999
random_seq,0x69,1.6GHz,10,0.0085842
random_seq,0x69,1.6GHz,100,0.011018199999999999
random_seq,0x69,1.6GHz,1000,0.029931400000000004
random_seq,0x69,1.6GHz,10000,0.1883932
random_seq,0x69,1.6GHz,100000,1.9541744
random_seq,0x69,1.6GHz,1000000,20.878642999999997
random_seq,0x69,1.8GHz,10,0.0098176
random_seq,0x69,1.8GHz,100,0.0105768
random_seq,0x69,1.8GHz,1000,0.030723799999999996
random_seq,0x69,1.8GHz,10000,0.19388579999999997
random_seq,0x69,1.8GHz,100000,1.9451543999999998
random_seq,0x69,1.8GHz,1000000,20.889441400000003
random_seq,0xf0,1.6GHz,10,0.0088882
random_seq,0xf0,1.6GHz,100,0.0107826
random_seq,0xf0,1.6GHz,1000,0.0282356
random_seq,0xf0,1.6GHz,10000,0.2319648
random_seq,0xf0,1.6GHz,100000,2.2931939999999997
random_seq,0xf0,1.6GHz,1000000,24.0170974
random_seq,0xf0,1.8GHz,10,0.008569
random_seq,0xf0,1.8GHz,100,0.0107862
random_seq,0xf0,1.8GHz,1000,0.028097799999999996
random_seq,0xf0,1.8GHz,10000,0.22501359999999998
random_seq,0xf0,1.8GHz,100000,2.2768778
random_seq,0xf0,1.8GHz,1000000,24.358297999999998
random_seq,0xff,1.6GHz,10,0.008502000000000001
random_seq,0xff,1.6GHz,100,0.010983999999999999
random_seq,0xff,1.6GHz,1000,0.03216139999999999
random_seq,0xff,1.6GHz,10000,0.1945158
random_seq,0xff,1.6GHz,100000,1.4385064
random_seq,0xff,1.6GHz,1000000,14.089399199999999
random_seq,0xff,1.8GHz,10,0.0086218
random_seq,0xff,1.8GHz,100,0.0110582
random_seq,0xff,1.8GHz,1000,0.0326918
random_seq,0xff,1.8GHz,10000,0.19361699999999998
random_seq,0xff,1.8GHz,100000,1.4266581999999999
random_seq,0xff,1.8GHz,1000000,14.2109462
