Name,Input,Iterations per Second,Standard Deviation Iterations Per Second,Run Time Average,Run Time Median,Run Time Minimum,Run Time Maximum,Run Time Standard Deviation,Run Time Standard Deviation Ratio,Run Time Sample Size,Memory Usage Average,Memory Usage Median,Memory Usage Minimum,Memory Usage Maximum,Memory Usage Standard Deviation,Memory Usage Standard Deviation Ratio,Memory Usage Sample Size
parallel;p=4;dense_list,__no_input,8.727295011733137,1.0379758989705516,114583040.7538168,111226140.5,92177704,165049990,13627869.182068981,0.11893443473322235,524,,,,,,,0
parallel;p=12;dense_list,__no_input,8.55454970320039,0.7969091679921693,116896860.114786,115132649.0,99501524,219215830,10889664.887927407,0.0931561795349711,514,,,,,,,0
parallel;p=6;dense_list,__no_input,7.96088760983831,0.7858834189119155,125614133.62552302,125568084.0,97529787,158078204,12400384.182699101,0.09871806479728423,478,,,,,,,0
parallel;p=24;dense_list,__no_input,6.502491975467851,0.5901813636075222,153787194.7820513,152012821.0,131474466,328224738,13958085.09480188,0.09076233632184666,390,,,,,,,0
serial;dense_list,__no_input,5.762109963217907,0.2839466212196253,173547538.3815029,171729579.5,159486959,196984823,8552116.752192467,0.049278237144410986,346,,,,,,,0
parallel;p=2;dense_list,__no_input,5.663738473851933,0.34904188962411953,176561824.7764706,176152921.5,156798787,227650914,10881059.08137896,0.06162747295546198,340,,,,,,,0
parallel;p=32;dense_list,__no_input,5.239040814110395,0.27359794126599624,190874634.4,189614329.0,163711865,240831389,9968028.283171013,0.052222907011739705,315,,,,,,,0
parallel;p=40;dense_list,__no_input,4.592028555583613,0.2909529324713223,217768680.63768116,215283852.5,189614074,311069143,13797918.602858417,0.06336043623194419,276,,,,,,,0
parallel;p=4;sparse_list,__no_input,3.3821592629680373,0.20273327719673978,295669104.33497536,298347321.0,228278791,337961768,17722987.543481868,0.05994196648765434,203,,,,,,,0
parallel;p=6;sparse_list,__no_input,3.2002269100622476,0.16882548323099988,312477842.3854167,313340084.5,265052806,346826405,16484525.698420575,0.05275422273969819,192,,,,,,,0
parallel;p=2;sparse_list,__no_input,2.743319334197549,0.09635312947877465,364521908.74545455,363477525.0,335884292,399870453,12803039.818721898,0.03512282667120086,165,,,,,,,0
parallel;p=12;sparse_list,__no_input,2.740074517376696,0.21229451615584144,364953578.3272727,367506420.0,302820778,454253040,28275743.17376858,0.07747764333033134,165,,,,,,,0
serial;sparse_list,__no_input,2.563667718207548,0.033687779894270006,390066151.27922076,389637288.5,367734183,409738398,5125649.691328523,0.013140462648499416,154,,,,,,,0
parallel;p=24;sparse_list,__no_input,2.4478526398753497,0.15994347206016588,408521323.4285714,406086041.0,341115899,493724949,26692913.542012468,0.06534031887977969,147,,,,,,,0
parallel;p=32;sparse_list,__no_input,2.19701477366047,0.10977774557341537,455163074.90909094,454633442.5,405496222,525160981,22743031.512953095,0.04996677623178358,132,,,,,,,0
parallel;p=40;sparse_list,__no_input,1.986955767321398,0.08727303226709178,503282466.8,502033264.0,441319192,576548791,22105669.22871677,0.043922986964497944,120,,,,,,,0
